,File,minSuppRate,readTime,mineTime,runtime,nSingleFreqItem,nFreqItem
0,kosarak.csv,0.06,3.5445841000000007,17.858126499999997,21.578675,10,24
1,kosarak.csv,0.07,3.4413196999999975,17.235445400000003,20.8495418,9,19
2,kosarak.csv,0.08,3.3464396999999977,17.086342900000005,20.598821199999996,6,14
3,kosarak.csv,0.09,3.6837355000000045,17.255912100000003,21.109894100000005,4,10
4,kosarak.csv,0.1,3.500931399999999,16.3078917,19.964253900000003,4,9
