,File,minSuppRate,readTime,mineTime,runtime,nSingleFreqItem,nFreqItem
0,retailData.csv,0.05,0.37623716100000015,1.0386015319999997,1.4424600500000002,6,5
1,retailData.csv,0.1,0.36385032000000006,0.9944488859999998,1.384993186,5,1
2,retailData.csv,0.15,0.3628478310000003,0.98245775,1.3718967899999996,5,1
3,retailData.csv,0.2,0.36082520099999993,0.9150151769999999,1.2972379799999993,2,1
4,retailData.csv,0.25,0.35873409100000053,0.924225088,1.3044521710000003,2,1
5,retailData.csv,0.3,0.3610630980000007,0.920353583999999,1.3032510630000003,2,1
