,File,minSuppRate,readTime,mineTime,runtime,nSingleFreqItem,nFreqItem
0,T40I10D100K.csv,0.05,1.086146546,8.945607286000001,10.122041178,301,2
1,T40I10D100K.csv,0.1,1.2240844759999998,4.8897443759999994,6.1754742249999985,82,0
2,T40I10D100K.csv,0.15,1.311525617000001,2.3158206559999996,3.6720067070000013,19,0
3,T40I10D100K.csv,0.2,1.1607897389999984,1.7219881249999993,2.9241826250000003,5,0
4,T40I10D100K.csv,0.25,1.160377597,1.6516290379999994,2.847518979,1,0
5,T40I10D100K.csv,0.3,1.1194553450000022,1.6261508049999982,2.785805676999999,0,0
